Interaction	COE	PWM	CLUSTER	DH	CNS	ChIP	GENIE3	KNN	Class
AT1G05380_AT4G31877	0	0	0	0	0	0	0.0208380613220153	0	0
AT1G05380_AT5G05600	0	0	0	0	0	0	0.00595700533144672	0	0
AT1G05380_AT5G11330	0	0	0	0	0	0	0	0	0
AT1G05380_AT5G13930	0	0	0	0	0	0	0	0	0
AT1G05380_AT5G15960	0	0	0	0	0	0	0	0	0
AT1G05380_AT5G20640	0	0	0	0	0	0	0	0	0
AT1G05380_AT5G21070	0	0	0	0	0	0	0	0	0
AT1G05380_AT5G26980	0	0	0	0	0	0	0	0	0
AT1G05380_AT5G28540	0	0	0	0	0	0	0	0	0
AT1G05380_AT5G43935	0	0	0	0	0	0	0	0	0
AT1G05380_AT5G54585	0	0	0	0	0	0	0	0	0
AT1G05380_AT5G59340	0	0	0	0	0	0	0	0	0
AT1G05380_AT5G62280	0	0	0	0	0	0	0.0183938681979009	0	0
AT1G05805_AT1G17550	0	5.36	1.85	0	0	0	0	0	0
AT1G05805_AT1G22560	0	6.03	2.68	1381	0	0	0	0	0
AT1G05805_AT1G26270	0	6.82	2.82	74	0	0	0	0	0
AT1G05805_AT1G28370	0	8.52	5.17	2423	0	0	0	0	0
AT1G05805_AT1G50170	0	0	0	0	0	0	0	0	0
AT1G05805_AT1G55760	0	6.71	3.35	3202	0	0	0	0	0
AT1G05805_AT1G66930	0	7.2	3.24	997	0	0	0	0	0
AT1G05805_AT1G69490	0	5.42	2.32	2875	0	0	0.0102032537420178	0	0
AT1G05805_AT1G71050	0	6.09	2.02	502	0	0	0	0	0
AT1G05805_AT1G71930	0	5.24	1.85	0	0	0	0	3.28391481627061	1
AT1G05805_AT1G79410	0	5.41	3.53	0	0	0	0	0	0
AT1G05805_AT2G20580	0	6.94	2.77	860	0	0	0	0	0
AT1G05805_AT2G22890	0	5.34	1.81	0	0	0	0.0105234092259428	0	0
AT1G05805_AT2G23130	0	6.85	2.8	0	0	0	0	0	0
AT1G05805_AT2G39720	0	0	0	0	0	0	0	0	0
AT1G05805_AT2G42440	0	0	0	0	0	0	0	0	0
AT1G05805_AT2G43310	0	6.39	2.54	0	0	0	0	0	0
AT1G05805_AT3G14870	0	5.45	1.58	1722	0	0	0	0	0
AT1G05805_AT3G25905	0	6.69	3.56	179	0	0	0	0	0
AT1G05805_AT3G51590	0	6.16	2.88	875	0	0	0	0	0
AT1G05805_AT3G57260	0	5.13	2.44	0	0	0	0	0	0
AT1G05805_AT3G61910	0	6.28	3.68	0	0	0	0	0	0
AT1G05805_AT3G62980	0	6.42	2.31	0	0	0	0	0	0
AT1G05805_AT4G34760	0	0	0	0	0	0	0	0	0
AT1G05805_AT4G36170	0	6.59	3.4	3952	0	0	0	0	0
AT1G05805_AT5G14180	0	6.62	4.7	688	0	0	0	0	0
AT1G05805_AT5G15400	0	6.06	2.52	0	0	0	0	0	0
AT1G05805_AT5G18570	0	7.37	6.59	0	0	0	0	0	0
AT1G06160_AT1G01380	0	5.74	2.1	666	0	0	0	0	0
AT1G06160_AT1G01510	0	6	3.28	1305	0	0	0	0	0
AT1G06160_AT1G07520	0	8.03	4.1	0	0	0	0	0	0
AT1G06160_AT1G63580	0	6.64	3	0	0	0	0.0176630635161266	0	0
AT1G06160_AT1G67100	0	7.25	4.5	1742	7	0	0	0	0
AT1G06160_AT2G16720	0	6.12	2.76	0	0	0	0	0	0
AT1G06160_AT2G22170	0	5.29	2.26	996	0	0	0	0	0
AT1G06160_AT2G31350	0	6.45	2.46	2311	0	0	0	0	0
AT1G06160_AT2G39865	0	6.35	2.52	1330	0	0	0	0	0
AT1G06160_AT2G45060	0	0	0	0	0	0	0	0	0
AT1G06160_AT3G02840	0	5.74	2.17	0	0	0	0.0515365705628638	0	0
AT1G06160_AT3G12500	0	0	0	0	0	0	0	0	1
AT1G06160_AT3G13310	0	5.06	2.09	0	0	0	0	0	0
AT1G06160_AT3G62528	0	6.5	3.99	0	0	0	0	0	0
AT1G06160_AT3G63520	0	0	0	0	0	0	0	0	0
AT1G06160_AT4G15960	0	8.82	4.72	0	0	0	0	0	0
AT1G06160_AT4G21060	0	6.7	3.13	855	0	0	0	0	0
AT1G06160_AT4G26150	0	0	0	0	0	0	0	0	0
AT1G06160_AT4G36870	0	5.3	2.02	0	0	0	0	0	0
AT1G06160_AT4G39260	0	7.26	3.2	1974	0	0	0	0	0
AT1G06160_AT5G15400	0	0	0	0	0	0	0	0	0
AT1G06160_AT5G15800	0	5.85	2.4	2479	0	0	0	0	0
AT1G06160_AT5G24520	0	5.36	2.13	0	0	0	0	0	0
AT1G06160_AT5G44420	0.584777	5.66	3.19	0	0	0	0.274516792143536	0	1
AT1G06160_AT5G47380	0	5.32	2.34	0	0	0	0	0	0
AT1G06180_AT1G01510	0	5.34	1.76	0	0	0	0	0	0
AT1G06180_AT1G04160	0	7.41	3.9	1712	0	0	0	0	0
AT1G06180_AT1G07580	0	5.27	1.26	0	0	0	0	0	0
AT1G06180_AT1G22770	0	5.3	1.29	0	0	0	0	0	0
AT1G06180_AT1G24640	0	6.35	3.22	0	0	0	0	0	0
AT1G06180_AT1G33440	0	5.18	2.37	0	0	0	0	0	0
AT1G06180_AT1G51680	0	6.17	2.32	0	0	0	0	0	1
AT1G06180_AT1G67690	0	6.05	2.37	0	0	0	0	0	0
AT1G06180_AT1G67760	0	0	0	0	0	0	0	0	0
AT1G06180_AT1G73590	0	5.65	1.54	0	0	0	0	0	0
AT1G06180_AT1G78240	0	5.38	1.89	2408	0	0	0	0	0
AT1G06180_AT2G14560	0	6.41	2.66	0	0	0	0	0	0
AT1G06180_AT2G18260	0.531367	0	0	0	0	0	0	0	0
AT1G06180_AT2G43570	0	6.35	3.61	0	0	0	0	0	0
AT1G06180_AT2G45620	0	6.91	3.29	942	0	0	0	0	0
AT1G06180_AT2G47470	0	5.85	2.4	0	0	0	0	0	0
AT1G06180_AT3G06990	0	5.54	1.94	0	0	0	0	0	0
AT1G06180_AT3G10720	0	6.43	3.11	1302	0	0	0	0	0
AT1G06180_AT3G17740	0	6.14	2.74	0	0	0	0	0	0
AT1G06180_AT3G45610	0.546297	5.04	2.01	0	0	0	0	0	0
AT1G06180_AT3G46900	0	0	0	0	0	0	0	0	0
AT1G06180_AT3G50750	0	5.02	2.29	200	0	0	0	0	0
AT1G06180_AT3G59410	0	6.57	2.61	0	0	0	0	0	0
AT1G06180_AT4G11330	0	0	0	0	0	0	0	0	0
AT1G06180_AT4G23530	0	5.36	1.33	0	0	0	0	0	0
AT1G06180_AT4G36268	0	6.4	2.72	0	0	0	0	0	0
AT1G06180_AT4G37550	0.496525	0	0	0	0	0	0	0	0
AT1G06180_AT5G06710	0	6.68	3.08	0	4	0	0	0	0
AT1G06180_AT5G08750	0	8.32	4.09	0	0	0	0	0	0
AT1G06180_AT5G19175	0	5.6	2.34	0	0	0	0	0	0
AT1G06180_AT5G22390	0	10.6	8.49	518	0	0	0	0	0
AT1G06180_AT5G41100	0	5.69	2.36	0	0	0	0	0	0
AT1G06180_AT5G43810	0	7.01	4.61	0	0	0	0	0	0
AT1G06180_AT5G43950	0	5.1	1.64	1669	0	0	0	0	0
AT1G06180_AT5G48930	0	6.66	3.96	3582	8	0	0	0	1
AT1G06180_AT5G54630	0	7.72	3.51	0	0	0	0	0	0
AT1G06180_AT5G62230	0	5.42	1.48	1893	0	0	0	0	0
AT1G07640_AT1G01180	0	0	0	0	0	0	0	0	0
AT1G07640_AT1G21326	0	0	0	0	0	0	0	0	0
AT1G07640_AT1G27921	0	0	0	0	0	0	0	0	0
AT1G07640_AT1G37150	0	0	0	0	0	0	0.00530881504126734	0	0
AT1G07640_AT1G62380	0	0	0	0	0	0	0.00624853280818996	0	0
AT1G07640_AT1G75440	0	0	0	0	0	0	0	0	0
AT1G07640_AT1G78120	0	0	0	0	0	0	0	0	0
AT1G07640_AT2G19820	0	0	0	0	0	0	0.00674792922226699	0	0
AT1G07640_AT2G22330	0.730073	0	0	0	0	0	0.0582220546050819	0	1
AT1G07640_AT2G24300	0	0	0	0	0	0	0	0	0
AT1G07640_AT2G25930	0	0	0	0	0	0	0	0	0
AT1G07640_AT2G33175	0	0	0	0	0	0	0	0	0
AT1G07640_AT2G37170	0	0	0	0	0	0	0.0114137139454172	0	0
AT1G07640_AT2G47730	0	0	0	0	0	0	0	0	0
AT1G07640_AT3G08590	0	0	0	0	0	0	0	0	0
AT1G07640_AT3G16770	0	0	0	0	0	0	0	0	0
AT1G07640_AT3G20630	0	0	0	0	0	0	0	0	0
AT1G07640_AT3G21540	0	0	0	0	0	0	0	0	0
AT1G07640_AT3G23730	0	0	0	0	0	0	0.00581867130123546	0	0
AT1G07640_AT3G29040	0	0	0	0	0	0	0	0	0
AT1G07640_AT3G53710	0	0	0	0	0	0	0	0	0
AT1G07640_AT3G56970	0	0	0	0	0	0	0.00536987677610938	0	1
AT1G07640_AT3G56980	0	0	0	0	0	0	0	0	1
AT1G07640_AT4G14690	0	0	0	0	0	0	0.039012234239946	0	0
AT1G07640_AT4G16830	0	0	0	0	0	0	0	0	0
AT1G07640_AT4G25420	0	0	0	0	0	0	0	0	0
AT1G07640_AT4G31500	0.765931	0	0	0	0	0	0.0182326821261911	0	1
AT1G07640_AT4G35690	0	0	0	0	0	0	0	0	0
AT1G07640_AT4G39950	0.719619	0	0	0	0	0	0.0254163273719485	0	1
AT1G07640_AT5G03170	0	0	0	0	0	0	0	0	0
AT1G07640_AT5G03530	0	0	0	0	0	0	0	0	0
AT1G07640_AT5G04590	0	0	0	0	0	0	0	0	0
AT1G07640_AT5G05965	0	0	0	0	0	0	0	0	0
AT1G07640_AT5G08335	0	0	0	0	0	0	0	0	0
AT1G07640_AT5G11670	0	0	0	0	0	0	0	0	0
AT1G07640_AT5G23010	0	0	0	0	0	0	0.100884636656884	0	1
AT1G07640_AT5G28491	0	0	0	0	0	0	0	0	0
AT1G07640_AT5G58070	0	0	0	0	0	0	0	0	0
AT1G07640_AT5G60720	0	0	0	0	0	0	0.0120389644496662	0	0
AT1G08970_AT1G01610	0	0	0	0	0	0	0	0	0
AT1G08970_AT1G07390	0	0	0	0	0	0	0	0	0
AT1G08970_AT1G10095	0	0	0	0	0	0	0	0	0
AT1G08970_AT1G10280	0	0	0	0	0	0	0	0	0
AT1G08970_AT1G14910	0	0	0	0	0	0	0	0	0
AT1G08970_AT1G26870	0	0	0	0	0	0	0	0	0
AT1G08970_AT1G49760	0	0	0	0	0	0	0	0	0
AT1G08970_AT1G51680	0	0	0	0	0	0	0	0	1
AT1G08970_AT1G74088	0	0	0	0	0	0	0	0	0
AT1G08970_AT1G77060	0	0	0	0	0	0	0	0	0
AT1G08970_AT2G18200	0	0	0	0	0	0	0	0	0
AT1G08970_AT2G22850	0	0	0	0	0	0	0	0	0
AT1G08970_AT2G27660	0.620161	0	0	0	0	0	0.0304437242836097	0	0
AT1G08970_AT2G31230	0	0	0	0	0	0	0	0	0
AT1G08970_AT2G33170	0	0	0	0	0	0	0	0	0
AT1G08970_AT2G43500	0.643756	0	0	0	0	0	0	0	0
AT1G08970_AT3G04520	0	0	0	0	0	0	0	0	0
AT1G08970_AT3G10720	0.601068	0	0	0	0	0	0.0171334619847208	0	0
AT1G08970_AT3G22121	0	0	0	0	0	0	0	0	0
AT1G08970_AT3G23630	0	0	0	0	0	0	0.00741483738378389	0	0
AT1G08970_AT3G60550	0	0	0	0	0	0	0	0	0
AT1G08970_AT4G00140	0	0	0	0	0	0	0	0	0
AT1G08970_AT4G05030	0	0	0	0	0	0	0	0	0
AT1G08970_AT4G08950	0	0	0	0	0	0	0	0	0
AT1G08970_AT4G11230	0	0	0	0	0	0	0	0	0
AT1G08970_AT4G25840	0	0	0	0	0	0	0	0	0
AT1G08970_AT4G26200	0	0	0	0	0	0	0	0	0
AT1G08970_AT4G31500	0.629223	0	0	0	0	0	0.0340830417688152	0	0
AT1G08970_AT5G01040	0	0	0	0	0	0	0	0	0
AT1G08970_AT5G08190	0	0	0	0	0	0	0	0	0
AT1G08970_AT5G11740	0	0	0	0	0	0	0	0	0
AT1G08970_AT5G45810	0	0	0	0	0	0	0	0	0
AT1G08970_AT5G49980	0	0	0	0	0	0	0	0	0
AT1G08970_AT5G55110	0	0	0	0	0	0	0	0	0
AT1G08970_AT5G57670	0.660201	0	0	0	0	0	0.00736965520394884	0	0
AT1G08970_AT5G62000	0	0	0	0	0	0	0	0	0
AT1G08970_AT5G66780	0	0	0	0	0	0	0.00728955753506587	0	0
AT1G09530_AT1G01060	0	5.5	2.94	2104	8	0	0	0	1
AT1G09530_AT1G01260	0	6.34	4.35	4986	0	52.1183	0	0	0
AT1G09530_AT1G03190	0	6.39	3.12	102	0	0	0	0	0
AT1G09530_AT1G18400	0.65361	9.03	5.1	2206	9	13.005	0.0124565958150421	0	0
AT1G09530_AT1G20620	0.68751	7.55	4.04	1977	0	0	0.0208663414233515	0	0
AT1G09530_AT1G29930	0	5.67	2.14	108	0	0	0.0105873404623125	0	1
AT1G09530_AT1G43160	0	8.57	8.72	1381	10	0	0	0	0
AT1G09530_AT1G44446	0	6.81	7.91	2451	12	0	0.00621478114228644	0	1
AT1G09530_AT1G49010	0	6.34	2.55	0	0	0	0	0	0
AT1G09530_AT1G55205	0	5.36	2.81	0	0	0	0	0	0
AT1G09530_AT1G59930	0	7.14	3.84	0	0	0	0	0	0
AT1G09530_AT1G61580	0	6.42	2.61	1243	0	0	0	0	0
AT1G09530_AT1G62990	0	9.04	5.63	1624	0	0	0.00966874788435308	0	0
AT1G09530_AT1G67900	0	7.41	3.44	1419	8	0	0.00693296447117904	0	0
AT1G09530_AT1G75040	0	5.87	2.76	1216	0	0	0.00591382619288197	0	0
AT1G09530_AT1G76994	0	8.04	7.75	175	0	0	0	0	0
AT1G09530_AT2G15560	0	5.68	2.37	617	0	0	0	0	0
AT1G09530_AT2G18790	0	6.13	4.69	2647	12	39.6789	0	0	1
AT1G09530_AT2G25060	0	6.27	2.7	456	0	0	0.0143930887767135	0	0
AT1G09530_AT2G30570	0	5.65	1.98	1729	7	0	0.0173957650815623	0	1
AT1G09530_AT2G33190	0	7.19	3.43	0	0	0	0	0	0
AT1G09530_AT2G39440	0	6.16	3.31	0	0	0	0	0	0
AT1G09530_AT2G41250	0	8.57	4.58	3155	0	0	0	0	0
AT1G09530_AT2G46360	0	7.88	4.9	4839	0	0	0	0	0
AT1G09530_AT2G46790	0	5.28	1.68	138	0	0	0.0103682076048803	0	0
AT1G09530_AT2G46830	0	6.27	3.98	3726	7	0	0	0	1
AT1G09530_AT3G04630	0	7.35	6.2	2255	0	0	0	0	0
AT1G09530_AT3G05800	0	6.43	4.88	1392	5	0	0.0150102700130508	0	0
AT1G09530_AT3G14360	0	5.62	4.79	3516	0	0	0	0	0
AT1G09530_AT3G15760	0	6.84	3.36	462	0	0	0.0215860007773427	0	0
AT1G09530_AT3G16870	0	7.15	4.73	2242	0	0	0	0	0
AT1G09530_AT3G42790	0	9.59	7.96	770	6	0	0	0	0
AT1G09530_AT3G45610	0	6.63	2.85	830	0	0	0	0	0
AT1G09530_AT3G51240	0.72731	5.09	2.2	1436	0	0	0.0210715397631741	0	1
AT1G09530_AT3G55120	0	6.4	4.71	2207	0	0	0.010987046207781	0	1
AT1G09530_AT4G11220	0	6.25	4.34	452	8	0	0	0	0
AT1G09530_AT4G14690	0	9.15	6.2	1339	8	0	0	0	1
AT1G09530_AT4G22850	0	6.55	3.25	1659	0	0	0	0	0
AT1G09530_AT4G22880	0	10.2	6.85	3017	0	0	0	0	1
AT1G09530_AT4G39170	0	5.53	1.47	0	0	0	0	0	0
AT1G09530_AT5G05730	0	5.3	2.06	8	0	0	0	0	0
AT1G09530_AT5G07990	0	7.31	3.61	1468	7	0	0.0217043534231616	0	1
AT1G09530_AT5G13630	0	6.93	3.27	2906	10	0	0.0110281663829544	0	1
AT1G09530_AT5G13930	0	6.79	3.45	1761	9	0	0.0196425680148644	0	1
AT1G09530_AT5G21950	0	7.65	3.76	772	0	0	0	0	0
AT1G09530_AT5G26910	0	6.88	3.3	2305	0	0	0	0	0
AT1G09530_AT5G26990	0	6.01	2.43	0	0	0	0	0	0
AT1G09530_AT5G42800	0	8.57	5.77	1224	0	0	0	0	1
AT1G09530_AT5G49710	0	6.08	4.57	0	0	0	0	0	0
AT1G09530_AT5G51210	0	7.17	3.99	489	6	2.88066	0.00766178671576042	0	0
AT1G09540_AT1G07260	0	5.79	1.68	229	0	0	0	0	0
AT1G09540_AT1G10550	0	6.13	3.73	1363	0	0	0.00550312406944935	0	0
AT1G09540_AT1G19110	0	6.76	2.92	0	0	0	0	0	0
AT1G09540_AT1G22570	0	7.33	3.78	886	0	0	0	0	0
AT1G09540_AT1G25540	0	0	0	0	0	0	0	0	0
AT1G09540_AT1G33980	0	0	0	0	0	0	0	0	0
AT1G09540_AT1G35663	0	5.82	2.51	0	0	0	0	0	0
AT1G09540_AT1G37150	0	0	0	0	0	0	0	0	0
AT1G09540_AT1G54115	0	0	0	0	0	0	0	0	0
AT1G09540_AT1G62990	0.777868	7.63	4.36	1624	7	0	0.0653016829132975	0	1
AT1G09540_AT1G66930	0	5.47	1.9	681	0	0	0	0	0
AT1G09540_AT1G79620	0	5.69	1.76	0	0	0	0	0	0
AT1G09540_AT2G27360	0	6.48	3.35	365	0	0	0.00940602878225218	3.23702300825283	0
AT1G09540_AT2G28760	0	6.42	2.59	0	0	0	0	0	0
AT1G09540_AT2G33510	0	0	0	0	0	0	0	0	0
AT1G09540_AT2G36571	0	0	0	0	0	0	0	0	0
AT1G09540_AT2G38730	0	0	0	0	0	0	0	0	0
AT1G09540_AT2G40900	0	6.17	1.99	0	0	0	0	0	0
AT1G09540_AT2G41260	0	0	0	0	0	0	0	0	0
AT1G09540_AT2G41997	0	5.64	2.01	0	0	0	0	0	0
AT1G09540_AT2G45220	0	6.1	2.75	300	0	0	0	0	1
AT1G09540_AT3G09400	0	5.61	1.61	0	0	0	0	0	0
AT1G09540_AT3G46090	0	5.4	2.05	0	0	0	0	0	0
AT1G09540_AT3G51500	0	0	0	0	0	0	0	0	0
AT1G09540_AT4G18960	0	5.7	1.84	545	0	0	0	0	0
AT1G09540_AT4G24510	0	5.07	1.43	0	0	0	0	3.75949568105674	0
AT1G09540_AT4G26220	0.773301	5.27	1.65	205	0	0	0.0975295910307786	0	1
AT1G09540_AT4G36920	0	6.31	2.14	2700	0	0	0	0	0
AT1G09540_AT5G08640	0	6.92	3.85	3229	6	0	0	0	0
AT1G09540_AT5G13300	0	5.05	1.41	130	0	0	0	0	0
AT1G09540_AT5G38520	0	6.26	3.79	1255	0	0	0	0	0
AT1G09540_AT5G42440	0	5.5	1.98	0	0	0	0	0	0
AT1G09540_AT5G47225	0	6.11	2.06	1840	0	0	0	0	0
AT1G09540_AT5G50870	0	5.17	1.37	0	0	0	0	0	0
AT1G09540_AT5G57510	0	0	0	0	0	0	0	0	0
AT1G09540_AT5G58550	0	8.11	5.1	1536	0	0	0	0	0
AT1G09540_AT5G60630	0	0	0	0	0	0	0	0	0
AT1G09770_AT1G06990	0	6.15	2.67	0	0	0	0	0	0
AT1G09770_AT1G15670	0	5.86	1.75	0	0	0	0	0	0
AT1G09770_AT1G21120	0	5.7	2.19	1683	0	0	0	0	0
AT1G09770_AT1G22640	0	5.65	1.86	771	0	0	0	0	0
AT1G09770_AT1G28630	0	6.6	3.68	0	0	0	0	0	0
AT1G09770_AT1G44170	0	5.82	2.44	4138	0	0	0	0	0
AT1G09770_AT1G62360	0	5.47	1.73	0	0	0	0	0	1
AT1G09770_AT1G69680	0	6.75	2.8	1147	0	0	0	0	0
AT1G09770_AT1G74950	0	0	0	0	0	0	0	0	0
AT1G09770_AT1G75820	0	5.4	1.87	0	0	0	0	0	1
AT1G09770_AT2G17060	0	5.43	1.75	184	0	0	0	0	0
AT1G09770_AT2G17950	0	5.54	1.71	0	0	0	0	0	1
AT1G09770_AT2G23430	0	5.21	2.21	0	0	0	0	0	0
AT1G09770_AT2G27250	0	5.59	2.15	0	0	0	0	0	1
AT1G09770_AT2G37678	0	5.07	1.31	0	0	0	0	0	0
AT1G09770_AT2G40220	0	5.96	2.53	0	0	0	0	0	0
AT1G09770_AT2G41170	0	5.25	1.35	421	0	0	0	0	0
AT1G09770_AT2G41950	0	0	0	0	0	0	0	0	0
AT1G09770_AT3G06150	0	5.09	1.2	0	0	0	0	0	0
AT1G09770_AT3G13220	0	0	0	0	0	0	0	0	0
AT1G09770_AT3G23000	0	0	0	0	0	0	0	0	0
AT1G09770_AT3G27660	0	0	0	0	0	0	0	0	0
AT1G09770_AT3G54180	0	0	0	0	0	0	0.00533173543045431	0	1
AT1G09770_AT3G56130	0	0	0	0	0	0	0	0	0
AT1G09770_AT3G58670	0.838528	6.26	2.43	0	0	0	0.010300668683635	0	0
AT1G09770_AT4G00180	0	0	0	0	0	0	0	0	0
AT1G09770_AT4G08871	0	0	0	0	0	0	0	0	0
AT1G09770_AT4G10760	0	5.5	2.45	0	0	0	0	0	0
AT1G09770_AT4G16160	0	6.66	3.03	0	0	0	0	0	0
AT1G09770_AT4G16890	0	0	0	0	0	0	0	0	1
AT1G09770_AT4G26080	0	5.82	2.12	0	0	0	0	0	0
AT1G09770_AT5G23010	0	5.68	2.14	0	0	0	0	0	0
AT1G09770_AT5G41315	0	5	1.09	0	0	0	0	0	0
AT1G09770_AT5G45040	0	0	0	0	0	0	0	0	0
AT1G09770_AT5G52000	0	5.17	1.96	112	0	0	0	0	0
AT1G09770_AT5G58350	0	5.17	1.25	0	0	0	0	0	0
AT1G09770_AT5G64660	0	6.58	4.24	5706	0	0	0	0	0
AT1G09770_ATMG00160	0	0	0	0	0	0	0	0	0
AT1G10170_AT1G06410	0	0	0	0	0	0	0	0	0
AT1G10170_AT1G10850	0	0	0	0	0	0	0	0	0
AT1G10170_AT1G21327	0	0	0	0	0	0	0	0	0
AT1G10170_AT1G24260	0	0	0	0	0	0	0	0	0
AT1G10170_AT1G72770	0	0	0	0	0	0	0	0	0
AT1G10170_AT1G74710	0	0	0	0	0	0	0	0	1
AT1G10170_AT2G14610	0	0	0	0	0	0	0	0	1
AT1G10170_AT2G30570	0	0	0	0	0	0	0	0	0
AT1G10170_AT2G36305	0	0	0	0	0	0	0	0	0
AT1G10170_AT2G37170	0	0	0	0	0	0	0	0	0
AT1G10170_AT2G39720	0	0	0	0	0	0	0	0	0
AT1G10170_AT2G40435	0	0	0	0	0	0	0	0	0
AT1G10170_AT2G42030	0	0	0	0	0	0	0	0	0
AT1G10170_AT3G02310	0	0	0	0	0	0	0	0	0
AT1G10170_AT3G10974	0	0	0	0	0	0	0	0	0
AT1G10170_AT3G11850	0	0	0	0	0	0	0	0	0
AT1G10170_AT3G15760	0	0	0	0	0	0	0	0	0
AT1G10170_AT3G45775	0	0	0	0	0	0	0	0	0
AT1G10170_AT3G50390	0	0	0	0	0	0	0	0	0
AT1G10170_AT3G50751	0	0	0	0	0	0	0	0	0
AT1G10170_AT3G54180	0	0	0	0	0	0	0	0	0
AT1G10170_AT3G63530	0	0	0	0	0	0	0	0	0
AT1G10170_AT4G09960	0	0	0	0	0	0	0	0	0
AT1G10170_AT4G15630	0	0	0	0	0	0	0	0	0
AT1G10170_AT4G17960	0	0	0	0	0	0	0	0	0
AT1G10170_AT4G23520	0	0	0	0	0	0	0	0	0
AT1G10170_AT4G35350	0	0	0	0	0	0	0	0	0
AT1G10170_AT4G39030	0	0	0	0	0	0	0	0	1
AT1G10170_AT5G04780	0	0	0	0	0	0	0	0	0
AT1G10170_AT5G05820	0	0	0	0	0	0	0	0	0
AT1G10170_AT5G07990	0	0	0	0	0	0	0	0	0
AT1G10170_AT5G11330	0	0	0	0	0	0	0	0	0
AT1G10170_AT5G15310	0	0	0	0	0	0	0	0	0
AT1G10170_AT5G55620	0	0	0	0	0	0	0	0	0
AT1G10170_AT5G62680	0	0	0	0	0	0	0	0	0
AT1G10170_AT5G65060	0	0	0	0	0	0	0	0	0
AT1G10480_AT1G07280	0	0	0	0	0	0	0	0	0
AT1G10480_AT1G11362	0	5.29	1.82	0	0	0	0	0	0
AT1G10480_AT1G21100	0.67596	0	0	0	0	0	0.0129286562784116	0	0
AT1G10480_AT1G52690	0	0	0	0	0	0	0	0	0
AT1G10480_AT1G59500	0	0	0	0	0	0	0	0	0
AT1G10480_AT2G18540	0	5.49	3.51	0	0	0	0	0	0
AT1G10480_AT2G20830	0	0	0	0	0	0	0	0	0
AT1G10480_AT2G27080	0	5.06	1.51	63	0	0	0	0	0
AT1G10480_AT2G34710	0	0	0	0	0	0	0	0	1
AT1G10480_AT3G18980	0.675642	0	0	0	0	0	0.0084410685510698	0	0
AT1G10480_AT3G24503	0	0	0	0	0	0	0	0	0
AT1G10480_AT3G27330	0	0	0	0	0	0	0	0	0
AT1G10480_AT3G43910	0	0	0	0	0	0	0	0	0
AT1G10480_AT3G55450	0	0	0	0	0	0	0	0	0
AT1G10480_AT3G56040	0	0	0	0	0	0	0	0	0
AT1G10480_AT3G60380	0	0	0	0	0	0	0	0	0
AT1G10480_AT4G01610	0	0	0	0	0	0	0	0	0
AT1G10480_AT4G13800	0	0	0	0	0	0	0.00524225151277837	0	0
AT1G10480_AT5G06860	0	0	0	0	0	0	0.00784192675382732	0	0
AT1G10480_AT5G17795	0	0	0	0	0	0	0	0	0
AT1G10480_AT5G38520	0	0	0	0	0	0	0	0	0
AT1G10480_AT5G40910	0	0	0	0	0	0	0	0	0
AT1G10480_AT5G51120	0	0	0	0	0	0	0	0	0
AT1G10480_AT5G58070	0	0	0	0	0	0	0	0	0
AT1G10480_AT5G60690	0	0	0	0	0	0	0	0	1
AT1G10480_AT5G64350	0	0	0	0	0	0	0	0	0
AT1G12260_AT1G01710	0	0	0	0	0	0	0	0	0
AT1G12260_AT1G03610	0	5.22	1.95	1112	0	0	0	0	0
AT1G12260_AT1G25240	0	5.26	1.62	0	0	0	0	0	0
AT1G12260_AT1G27470	0	5.61	2.31	0	0	0	0	0	0
AT1G12260_AT1G32770	0	5.51	1.8	0	0	0	0	0	0
AT1G12260_AT1G33060	0	0	0	0	0	0	0	0	0
AT1G12260_AT1G33360	0	17.2	12.9	471	0	0	0	0	0
AT1G12260_AT1G47870	0	5.49	1.98	1846	0	0	0	0	0
AT1G12260_AT1G56010	0	5.71	2.51	768	0	0	0	0	0
AT1G12260_AT2G26040	0	5.83	1.85	2450	0	0	0	0	0
AT1G12260_AT3G05800	0	6.21	3.91	1392	0	0	0	0	0
AT1G12260_AT3G08590	0	0	0	0	0	0	0	0	0
AT1G12260_AT3G15670	0	5.42	1.49	0	0	0	0	0	0
AT1G12260_AT3G17730	0.847283	7.65	3.41	0	0	0	0	3.52326399053827	0
AT1G12260_AT3G28070	0	6.56	2.94	0	0	0	0	0	0
AT1G12260_AT3G46010	0	5.99	2.35	0	0	0	0	0	0
AT1G12260_AT3G46080	0	5.23	2.09	0	0	0	0	0	0
AT1G12260_AT3G50270	0	5.04	1.72	0	0	0	0	0	0
AT1G12260_AT3G61240	0	7.02	2.83	1331	0	0	0	0	0
AT1G12260_AT4G00170	0	0	0	0	0	0	0	0	0
AT1G12260_AT4G01090	0	6.57	2.82	137	0	0	0	0	0
AT1G12260_AT4G12970	0	5.55	1.71	0	0	0	0	0	0
AT1G12260_AT4G14740	0	6.92	3.35	1041	0	0	0	0	0
AT1G12260_AT4G16890	0	8.31	4.06	0	0	0	0	0	0
AT1G12260_AT4G27710	0	0	0	0	0	0	0	0	0
AT1G12260_AT4G29720	0	5.61	1.52	0	0	0	0	0	0
AT1G12260_AT4G35850	0	0	0	0	0	0	0	0	0
AT1G12260_AT4G37180	0	7.22	3.77	1130	0	0	0	0	0
